source-cph,source-count,source-date,target-cph,target-count,target-date,animal-type,haulier-id
44/101/1013,3,2024-07-20,21/114/5617,3,2024-07-22,BOV,H0080
14/102/1127,38,2024-09-26,44/101/1013,38,2024-09-28,CERV,H0052
46/104/8944,8,2024-04-19,44/110/2404,8,2024-04-19,BOV,H0057
20/104/4395,5,2024-04-28,45/107/0562,5,2024-05-01,POR,H0023
47/101/0376,4,2024-05-11,79/104/7356,4,2024-05-12,BOV,H0040
57/103/7768,40,2024-01-16,57/104/4358,40,2024-01-16,POR,H0022
45/107/0562,2,2024-08-18,43/104/0879,2,2024-08-21,BOV,H0049
19/102/4665,3,2024-10-25,58/106/1499,3,2024-10-27,BOV,H0098
21/108/5832,5,2024-03-07,44/112/6420,5,2024-03-09,BOV,H0065
44/108/6668,3,2024-05-09,18/111/8115,5,2024-05-10,BOV,H0010
80/103/4188,5,2024-10-12,47/104/3940,7,2024-10-12,BOV,H0026
19/104/6041,2,2024-09-25,46/105/6171,2,2024-09-27,BOV,H0098
58/101/0855,41,2024-10-17,47/103/5628,41,2024-10-17,OVI,H0082
18/112/5805,45,2024-03-05,44/110/2404,45,2024-03-08,OVI,H0077
44/103/2031,6,2024-08-26,44/107/2090,6,2024-08-27,BOV,H0098
21/106/7308,39,2024-01-24,46/103/9340,35,2024-01-25,OVI,H0066
45/101/7297,3,2024-03-20,44/116/3299,1,2024-03-23,BOV,H0008
46/104/8944,4,2024-06-05,18/108/0556,4,2024-06-08,BOV,H0027
18/109/4035,5,2024-06-22,59/103/9713,5,2024-06-22,BOV,H0032
19/109/2955,6,2024-03-25,44/119/3088,6,2024-03-25,BOV,H0081
58/106/1499,10,2024-10-03,59/103/9713,10,2024-10-03,BOV,H0021
18/114/1531,47,2024-07-29,45/104/4653,47,2024-08-01,OVI,H0005
47/102/2370,12,2024-05-01,47/107/1950,12,2024-05-03,POR,H0013
19/105/6652,22,2024-03-29,44/109/6112,22,2024-03-31,POR,H0093
43/110/7680,19,2024-01-10,44/116/3299,19,2024-01-11,POR,H0011
20/102/8452,7,2024-02-14,20/105/9566,7,2024-02-15,POR,H0021
18/101/5435,8,2024-09-18,14/106/1194,8,2024-09-18,BOV,H0038
14/104/3572,4,2024-08-12,20/111/5586,4,2024-08-14,BOV,H0091
20/110/8104,6,2024-03-03,18/109/4035,6,2024-03-06,BOV,H0098
75/101/2303,2,2024-12-23,21/109/6724,2,2024-12-25,BOV,H0065
44/111/0907,9,2024-07-09,18/108/0556,9,2024-07-09,BOV,H0054
44/113/2793,23,2024-12-10,19/106/0928,23,2024-12-10,CERV,H0057
19/107/2569,17,2024-04-20,21/105/0410,17,2024-04-23,POR,H0007
21/115/0282,8,2024-03-29,67/102/0737,6,2024-03-30,BOV,H0078
93/102/6243,22,2024-02-20,58/106/1499,22,2024-02-23,OVI,H0091
44/112/6420,5,2024-02-20,58/101/0855,5,2024-02-20,BOV,H0043
20/111/5586,9,2024-04-25,44/103/2031,9,2024-04-25,BOV,H0086
63/101/5850,3,2024-08-26,94/101/2124,3,2024-08-29,BOV,H0089
21/115/0282,3,2024-11-11,44/118/4884,3,2024-11-14,POR,H0076
59/104/6331,22,2024-12-22,47/106/2335,22,2024-12-22,POR,H0029
20/110/8104,32,2024-12-05,21/112/3914,32,2024-12-08,POR,H0067
79/101/5616,5,2024-12-14,86/103/1051,5,2024-12-14,BOV,H0055
43/108/3423,28,2024-12-11,47/103/5628,28,2024-12-14,OVI,H0056
20/107/0777,35,2024-08-05,18/105/5476,35,2024-08-06,OVI,H0003
20/110/8104,60,2024-03-15,46/103/9340,60,2024-03-17,POR,H0060
57/102/8978,5,2024-06-21,58/103/4865,5,2024-06-23,OVI,H0090
45/105/3877,1,2024-10-26,45/106/0552,1,2024-10-28,BOV,H0012
44/104/6336,6,2024-12-13,44/109/6112,6,2024-12-16,POR,H0069
44/113/2793,1,2024-06-13,19/106/0928,1,2024-06-13,BOV,H0090
44/117/3237,56,2024-07-10,46/104/8944,56,2024-07-13,OVI,H0085
45/104/4653,37,2024-01-13,20/106/5240,37,2024-01-14,CERV,H0025
43/103/0734,13,2024-05-27,18/102/0498,13,2024-05-28,OVI,H0088
43/106/8719,7,2024-06-25,18/105/5476,7,2024-06-28,BOV,H0013
70/102/6747,40,2024-08-25,57/104/4358,40,2024-08-25,POR,H0006
20/102/8452,19,2024-11-16,46/107/7764,19,2024-11-17,POR,H0022
64/103/4265,4,2024-09-22,86/103/1051,4,2024-09-25,OVI,H0069
58/101/0855,3,2024-02-29,58/103/4865,3,2024-03-02,CERV,H0094
21/114/5617,4,2024-10-20,14/102/1127,4,2024-10-23,CERV,H0090
79/103/3637,10,2024-06-27,45/109/5841,8,2024-06-29,BOV,H0026
19/106/0928,1,2024-10-08,20/104/4395,1,2024-10-10,BOV,H0026
21/111/1316,8,2024-01-21,20/107/0777,8,2024-01-24,BOV,H0051
14/106/1194,38,2024-07-05,21/110/1147,38,2024-07-08,CERV,H0028
57/102/8978,4,2024-05-10,81/102/0810,4,2024-05-12,BOV,H0089
80/104/9106,34,2024-07-24,18/107/6213,34,2024-07-25,OVI,H0073
20/106/5240,8,2024-05-22,20/102/8452,7,2024-05-25,BOV,H0063
44/107/2090,8,2024-02-13,20/102/8452,8,2024-02-13,BOV,H0055
93/102/6243,10,2024-01-15,21/116/1063,10,2024-01-15,BOV,H0035
21/114/5617,9,2024-12-29,58/106/1499,4,2024-12-30,BOV,H0028
59/103/9713,56,2024-01-02,58/106/1499,56,2024-01-05,POR,H0061
44/110/2404,3,2024-06-02,44/116/3299,3,2024-06-03,BOV,H0035
18/105/5476,3,2024-04-21,44/111/0907,3,2024-04-22,BOV,H0013
44/109/6112,7,2024-05-15,21/111/1316,7,2024-05-15,BOV,H0005
59/103/9713,22,2024-12-07,47/107/1950,22,2024-12-09,CERV,H0019
18/104/0164,33,2024-12-20,43/110/7680,33,2024-12-20,OVI,H0070
21/107/3753,13,2024-08-21,45/105/3877,13,2024-08-21,OVI,H0039
47/101/0376,57,2024-06-18,21/113/2293,57,2024-06-20,POR,H0045
18/101/5435,36,2024-09-09,20/107/0777,36,2024-09-11,OVI,H0088
86/103/1051,34,2024-10-10,44/116/3299,34,2024-10-10,OVI,H0077
47/101/0376,45,2024-08-01,66/102/1243,45,2024-08-04,POR,H0034
47/106/2335,4,2024-10-02,58/103/4865,4,2024-10-05,BOV,H0033
45/109/5841,5,2024-08-24,44/116/3299,5,2024-08-24,BOV,H0090
78/101/8446,19,2024-07-04,58/105/9218,19,2024-07-06,OVI,H0007
59/105/3762,59,2024-06-25,87/102/8921,59,2024-06-25,OVI,H0011
18/106/4621,52,2024-11-22,19/106/0928,52,2024-11-24,POR,H0091
21/110/1147,7,2024-01-28,59/104/6331,7,2024-01-31,POR,H0051
21/106/7308,10,2024-11-08,44/114/8427,6,2024-11-09,BOV,H0053
71/103/6475,9,2024-04-02,60/101/5598,9,2024-04-02,BOV,H0021
18/113/8362,5,2024-01-18,18/105/5476,5,2024-01-19,BOV,H0036
14/105/3675,6,2024-06-01,20/103/3608,6,2024-06-01,BOV,H0086
43/105/5797,9,2024-05-26,20/101/1631,9,2024-05-27,BOV,H0074
59/104/6331,32,2024-05-21,43/111/5983,32,2024-05-24,OVI,H0018
59/104/6331,9,2024-01-19,44/106/6022,9,2024-01-22,BOV,H0007
18/106/4621,1,2024-05-24,45/110/2091,1,2024-05-26,BOV,H0094
14/104/3572,10,2024-08-11,44/109/6112,10,2024-08-14,BOV,H0026
18/102/0498,2,2024-02-16,44/105/6859,2,2024-02-16,BOV,H0036
20/104/4395,50,2024-04-28,43/109/2637,50,2024-05-01,POR,H0085
20/103/3608,3,2024-01-06,43/104/0879,3,2024-01-09,BOV,H0008
45/107/0562,55,2024-03-29,21/116/1063,55,2024-04-01,OVI,H0015
18/114/1531,5,2024-08-01,83/101/8622,5,2024-08-03,BOV,H0086
65/103/7869,3,2024-08-15,79/102/7075,3,2024-08-15,BOV,H0054
79/102/7075,1,2024-09-13,67/102/0737,1,2024-09-15,BOV,H0021
45/110/2091,5,2024-12-26,18/110/8187,5,2024-12-28,BOV,H0055
20/107/0777,14,2024-02-10,45/102/5645,14,2024-02-10,CERV,H0012
18/109/4035,25,2024-06-30,20/102/8452,25,2024-07-03,CERV,H0046
58/104/2683,31,2024-11-01,47/103/5628,31,2024-11-04,POR,H0041
21/113/2293,7,2024-09-10,84/103/4695,7,2024-09-13,BOV,H0051
91/101/1280,6,2024-12-25,44/111/0907,6,2024-12-25,CERV,H0051
89/101/6280,18,2024-03-26,21/106/7308,16,2024-03-28,OVI,H0100
44/106/6022,5,2024-04-12,18/109/4035,5,2024-04-13,BOV,H0087
44/117/3237,9,2024-07-23,43/102/2744,9,2024-07-23,CERV,H0002
44/115/0281,13,2024-11-13,44/107/2090,13,2024-11-13,POR,H0007
44/108/6668,49,2024-10-14,43/103/0734,49,2024-10-15,POR,H0055
18/101/5435,26,2024-06-14,45/102/5645,26,2024-06-14,OVI,H0069
18/111/8115,10,2024-01-17,68/104/7717,10,2024-01-17,BOV,H0042
45/105/3877,49,2024-01-09,43/107/6335,49,2024-01-09,POR,H0064
20/108/0989,38,2024-12-02,21/106/7308,38,2024-12-03,CERV,H0042
45/111/7641,8,2024-08-08,44/108/6668,8,2024-08-10,CERV,H0005
45/105/3877,57,2024-03-17,14/102/1127,57,2024-03-17,POR,H0086
69/103/6603,6,2024-04-07,87/102/8921,6,2024-04-07,BOV,H0019
57/104/4358,6,2024-10-21,45/107/0562,3,2024-10-23,BOV,H0074
47/107/1950,8,2024-07-19,45/106/0552,8,2024-07-21,BOV,H0042
21/105/0410,8,2024-02-25,86/103/1051,8,2024-02-28,OVI,H0099
14/104/3572,1,2024-03-18,18/103/1134,1,2024-03-20,BOV,H0026
59/102/0681,5,2024-12-22,58/104/2683,5,2024-12-22,BOV,H0061
47/103/5628,42,2024-02-07,47/108/1420,42,2024-02-09,OVI,H0070
20/104/4395,5,2024-07-28,19/108/4032,5,2024-07-31,BOV,H0023
44/106/6022,4,2024-03-29,20/109/6169,4,2024-03-29,BOV,H0048
19/103/4972,57,2024-01-22,44/104/6336,57,2024-01-23,OVI,H0047
18/110/8187,26,2024-02-15,14/101/5551,24,2024-02-16,POR,H0086
43/102/2744,2,2024-06-07,43/103/0734,1,2024-06-08,BOV,H0033
81/101/9177,7,2024-11-05,60/103/8586,7,2024-11-05,BOV,H0026
83/102/4189,6,2024-10-30,44/115/0281,6,2024-11-01,CERV,H0034
44/115/0281,2,2024-05-29,45/101/7297,2,2024-06-01,BOV,H0094
18/106/4621,6,2024-10-10,14/104/3572,6,2024-10-12,BOV,H0077
47/105/8519,8,2024-11-12,57/103/7768,8,2024-11-13,BOV,H0055
21/116/1063,2,2024-07-08,75/102/1580,1,2024-07-09,BOV,H0028
47/106/2335,10,2024-08-14,72/102/0679,10,2024-08-16,BOV,H0015
57/102/8978,29,2024-07-16,47/102/2370,29,2024-07-18,POR,H0069
14/102/1127,17,2024-05-02,44/117/3237,17,2024-05-05,CERV,H0072
87/102/8921,25,2024-04-11,86/101/7709,25,2024-04-13,CERV,H0099
58/106/1499,60,2024-09-02,47/101/0376,60,2024-09-03,POR,H0006
85/102/7800,31,2024-10-16,71/101/5048,31,2024-10-18,POR,H0088
92/101/3390,4,2024-07-25,87/101/0295,4,2024-07-28,BOV,H0025
46/102/6489,39,2024-04-01,44/111/0907,39,2024-04-04,CERV,H0032
14/101/5551,22,2024-01-12,18/104/0164,22,2024-01-12,POR,H0086
46/106/8960,4,2024-07-02,43/102/2744,4,2024-07-03,BOV,H0080
18/112/5805,8,2024-09-29,44/115/0281,9,2024-09-29,BOV,H0099
21/109/6724,10,2024-07-14,19/102/4665,10,2024-07-14,BOV,H0038
14/103/4165,30,2024-08-23,20/109/6169,30,2024-08-26,POR,H0003
18/101/5435,14,2024-09-12,21/111/1316,14,2024-09-13,POR,H0080
57/102/8978,5,2024-06-15,44/114/8427,3,2024-06-15,BOV,H0052
58/101/0855,10,2024-04-24,58/103/4865,10,2024-04-27,BOV,H0004
44/102/6848,7,2024-12-26,46/101/1826,7,2024-12-27,BOV,H0030
47/103/5628,38,2024-12-23,47/101/0376,38,2024-12-26,POR,H0036
43/105/5797,6,2024-12-14,21/103/5444,6,2024-12-14,BOV,H0025
68/103/5543,54,2024-09-15,83/102/4189,50,2024-09-18,POR,H0047
47/107/1950,10,2024-09-21,58/106/1499,10,2024-09-21,BOV,H0081
45/102/5645,19,2024-05-25,44/107/2090,19,2024-05-26,POR,H0059
43/109/2637,47,2024-02-11,46/102/6489,47,2024-02-11,POR,H0080
78/102/7976,4,2024-06-07,76/103/4943,4,2024-06-10,BOV,H0061
44/113/2793,9,2024-05-25,21/114/5617,9,2024-05-27,BOV,H0006
68/103/5543,5,2024-12-22,76/103/4943,5,2024-12-22,BOV,H0072
21/114/5617,10,2024-02-26,43/107/6335,10,2024-02-29,BOV,H0084
21/112/3914,35,2024-12-05,44/106/6022,35,2024-12-07,POR,H0089
44/102/6848,29,2024-01-15,14/106/1194,24,2024-01-17,OVI,H0047
44/103/2031,12,2024-10-16,46/101/1826,7,2024-10-18,CERV,H0015
21/105/0410,44,2024-11-22,19/101/6963,46,2024-11-24,POR,H0057
68/101/2845,48,2024-06-24,44/114/8427,48,2024-06-24,OVI,H0065
21/111/1316,2,2024-01-22,21/106/7308,2,2024-01-23,OVI,H0025
73/101/2323,11,2024-07-11,21/107/3753,11,2024-07-12,POR,H0015
64/101/7039,4,2024-09-20,86/104/7004,2,2024-09-20,BOV,H0100
44/118/4884,40,2024-08-15,45/102/5645,40,2024-08-17,OVI,H0011
57/101/7138,58,2024-08-09,47/104/3940,58,2024-08-10,OVI,H0090
21/102/2243,1,2024-09-16,46/103/9340,1,2024-09-19,BOV,H0023
44/101/1013,39,2024-10-17,14/102/1127,39,2024-10-19,OVI,H0100
45/109/5841,3,2024-09-04,81/103/1696,3,2024-09-04,BOV,H0024
14/102/1127,36,2024-10-13,21/115/0282,36,2024-10-15,POR,H0041
43/107/6335,21,2024-09-14,47/101/0376,21,2024-09-17,OVI,H0023
47/102/2370,12,2024-12-02,20/103/3608,12,2024-12-05,POR,H0058
44/118/4884,44,2024-04-30,14/105/3675,44,2024-05-03,POR,H0004
43/109/2637,4,2024-11-16,47/104/3940,4,2024-11-16,BOV,H0057
44/119/3088,23,2024-09-01,44/113/2793,20,2024-09-04,CERV,H0025
18/105/5476,42,2024-07-20,43/106/8719,42,2024-07-23,OVI,H0017
21/113/2293,7,2024-08-30,20/105/9566,7,2024-09-01,BOV,H0072
68/102/3759,5,2024-01-27,87/102/8921,5,2024-01-28,BOV,H0083
20/109/6169,4,2024-08-06,46/105/6171,1,2024-08-06,BOV,H0017
45/111/7641,53,2024-08-21,43/101/6105,53,2024-08-23,POR,H0065
46/107/7764,22,2024-02-04,44/116/3299,22,2024-02-07,CERV,H0043
57/102/8978,9,2024-08-28,58/103/4865,9,2024-08-31,BOV,H0094
20/101/1631,5,2024-01-30,44/119/3088,5,2024-01-30,BOV,H0032
14/101/5551,56,2024-10-12,83/101/8622,56,2024-10-13,OVI,H0068
18/111/8115,24,2024-02-14,43/106/8719,24,2024-02-16,OVI,H0086
64/103/4265,17,2024-01-11,82/104/8486,17,2024-01-14,POR,H0007
46/101/1826,17,2024-12-20,21/104/7988,17,2024-12-23,CERV,H0085
90/102/3072,15,2024-08-02,47/107/1950,15,2024-08-02,POR,H0013
20/109/6169,41,2024-05-13,18/103/1134,41,2024-05-13,OVI,H0018
64/102/2944,12,2024-07-04,20/103/3608,12,2024-07-04,POR,H0015
46/107/7764,9,2024-10-31,19/106/0928,7,2024-11-02,BOV,H0025
19/103/4972,41,2024-11-21,44/116/3299,41,2024-11-21,OVI,H0046
14/104/3572,56,2024-06-16,59/104/6331,56,2024-06-16,OVI,H0071
57/104/4358,8,2024-04-21,59/103/9713,8,2024-04-24,BOV,H0099
18/108/0556,1,2024-10-14,43/102/2744,1,2024-10-14,OVI,H0050
18/104/0164,4,2024-05-28,58/103/4865,4,2024-05-28,CERV,H0046
18/110/8187,12,2024-05-21,46/107/7764,12,2024-05-21,POR,H0090
75/101/2303,47,2024-08-20,80/103/4188,47,2024-08-20,POR,H0035
44/107/2090,37,2024-04-08,44/103/2031,37,2024-04-10,POR,H0029
43/102/2744,3,2024-08-09,19/105/6652,3,2024-08-09,BOV,H0045
18/110/8187,2,2024-05-13,94/102/0130,2,2024-05-13,BOV,H0038
83/101/8622,7,2024-10-16,14/104/3572,7,2024-10-17,BOV,H0050
45/111/7641,21,2024-08-29,44/114/8427,19,2024-08-30,POR,H0069
21/113/2293,40,2024-09-13,21/105/0410,40,2024-09-15,CERV,H0053
20/111/5586,40,2024-07-26,43/106/8719,40,2024-07-28,CERV,H0057
45/103/2966,14,2024-11-13,21/102/2243,14,2024-11-15,POR,H0063
47/108/1420,22,2024-04-02,47/106/2335,22,2024-04-03,POR,H0077
69/102/7483,53,2024-11-27,67/104/8627,53,2024-11-29,OVI,H0079
19/106/0928,9,2024-08-20,21/115/0282,9,2024-08-22,BOV,H0033
47/103/5628,48,2024-04-29,59/105/3762,48,2024-04-29,OVI,H0062
19/109/2955,51,2024-07-16,59/102/0681,51,2024-07-18,OVI,H0088
20/111/5586,10,2024-01-07,44/112/6420,10,2024-01-07,CERV,H0010
47/108/1420,10,2024-09-18,57/103/7768,11,2024-09-18,BOV,H0070
76/101/4077,45,2024-04-22,61/101/7191,45,2024-04-25,POR,H0068
43/104/0879,5,2024-09-17,44/116/3299,5,2024-09-19,BOV,H0036
73/101/2323,6,2024-04-27,63/103/3682,6,2024-04-28,BOV,H0045
44/115/0281,2,2024-06-18,44/102/6848,2,2024-06-18,BOV,H0012
21/107/3753,3,2024-09-25,18/113/8362,3,2024-09-26,BOV,H0010
18/105/5476,5,2024-03-29,44/106/6022,5,2024-03-29,BOV,H0001
44/118/4884,35,2024-11-30,18/104/0164,35,2024-12-03,CERV,H0083
43/108/3423,7,2024-08-22,45/106/0552,7,2024-08-25,OVI,H0022
45/101/7297,21,2024-10-23,43/101/6105,17,2024-10-24,POR,H0011
18/101/5435,5,2024-02-06,58/103/4865,5,2024-02-06,BOV,H0093
18/102/0498,2,2024-11-07,74/101/2457,2,2024-11-07,BOV,H0031
20/108/0989,4,2024-01-05,18/109/4035,4,2024-01-06,BOV,H0041
62/102/8014,8,2024-10-24,72/103/5366,10,2024-10-25,BOV,H0027
43/101/6105,8,2024-06-26,21/107/3753,8,2024-06-26,POR,H0081
44/105/6859,1,2024-08-08,45/101/7297,1,2024-08-11,BOV,H0018
43/105/5797,10,2024-09-24,45/108/6808,10,2024-09-24,BOV,H0014
59/102/0681,7,2024-01-25,59/105/3762,7,2024-01-28,POR,H0049
67/101/6113,10,2024-10-01,21/113/2293,7,2024-10-04,BOV,H0099
20/104/4395,4,2024-08-27,45/103/2966,4,2024-08-30,BOV,H0076
60/102/2702,4,2024-07-10,68/101/2845,4,2024-07-12,BOV,H0076
21/103/5444,8,2024-03-31,45/107/0562,8,2024-04-03,BOV,H0028
93/102/6243,14,2024-07-03,58/101/0855,14,2024-07-06,OVI,H0015
57/102/8978,48,2024-04-02,89/102/5600,44,2024-04-05,OVI,H0087
61/102/6716,12,2024-05-15,43/102/2744,12,2024-05-16,OVI,H0068
59/103/9713,5,2024-10-04,59/101/6657,5,2024-10-06,BOV,H0095
88/101/2558,1,2024-11-18,86/101/7709,1,2024-11-21,BOV,H0065
58/102/9234,9,2024-05-02,47/102/2370,4,2024-05-03,BOV,H0010
47/106/2335,53,2024-04-06,47/108/1420,53,2024-04-06,POR,H0036
18/101/5435,10,2024-04-17,20/111/5586,10,2024-04-19,BOV,H0089
47/106/2335,5,2024-01-08,58/103/4865,5,2024-01-10,BOV,H0040
18/110/8187,5,2024-11-28,45/104/4653,5,2024-11-30,BOV,H0013
43/101/6105,7,2024-07-16,21/108/5832,7,2024-07-18,BOV,H0013
18/110/8187,4,2024-10-27,21/110/1147,4,2024-10-27,BOV,H0033
68/102/3759,3,2024-01-21,59/104/6331,3,2024-01-24,BOV,H0087
19/102/4665,9,2024-10-01,46/105/6171,9,2024-10-03,BOV,H0054
59/101/6657,3,2024-12-07,58/103/4865,3,2024-12-07,BOV,H0081
19/101/6963,33,2024-08-12,20/106/5240,33,2024-08-13,POR,H0036
44/117/3237,6,2024-10-14,46/104/8944,6,2024-10-17,BOV,H0060
18/108/0556,10,2024-07-19,19/101/6963,10,2024-07-22,BOV,H0029
21/108/5832,9,2024-08-11,45/109/5841,9,2024-08-11,BOV,H0012
68/103/5543,3,2024-10-11,89/101/6280,3,2024-10-13,OVI,H0098
14/102/1127,5,2024-06-28,44/103/2031,5,2024-06-28,BOV,H0056
69/102/7483,8,2024-02-03,44/106/6022,8,2024-02-05,POR,H0019
44/106/6022,9,2024-01-31,21/104/7988,9,2024-02-03,BOV,H0065
44/113/2793,48,2024-03-12,14/101/5551,48,2024-03-12,POR,H0009
44/104/6336,21,2024-02-10,57/101/7138,17,2024-02-11,POR,H0029
18/104/0164,2,2024-12-26,19/107/2569,2,2024-12-29,BOV,H0027
18/111/8115,15,2024-01-19,18/102/0498,15,2024-01-21,OVI,H0088
57/101/7138,3,2024-10-17,61/103/3057,1,2024-10-17,BOV,H0086
46/101/1826,39,2024-05-02,21/102/2243,39,2024-05-02,CERV,H0044
47/102/2370,35,2024-07-13,58/103/4865,35,2024-07-14,CERV,H0037
21/106/7308,25,2024-02-02,14/101/5551,25,2024-02-02,CERV,H0056
62/103/5759,37,2024-09-16,57/103/7768,37,2024-09-16,OVI,H0049
14/102/1127,46,2024-12-22,20/109/6169,46,2024-12-25,POR,H0042
21/110/1147,7,2024-06-02,19/107/2569,7,2024-06-04,BOV,H0003
94/102/0130,36,2024-07-04,85/101/3152,36,2024-07-04,POR,H0030
21/111/1316,25,2024-03-31,47/107/1950,25,2024-04-02,OVI,H0009
18/114/1531,43,2024-07-17,45/108/6808,43,2024-07-17,OVI,H0068
94/101/2124,2,2024-03-22,58/105/9218,2,2024-03-22,BOV,H0020
43/108/3423,41,2024-04-18,18/105/5476,41,2024-04-21,POR,H0027
21/104/7988,3,2024-11-28,43/104/0879,3,2024-11-29,POR,H0065
58/105/9218,45,2024-08-24,59/103/9713,45,2024-08-25,POR,H0060
74/102/8897,7,2024-11-25,62/101/3385,4,2024-11-25,BOV,H0003
58/104/2683,24,2024-09-02,47/108/1420,24,2024-09-03,OVI,H0099
14/105/3675,1,2024-07-16,45/108/6808,1,2024-07-18,CERV,H0075
43/111/5983,4,2024-09-19,46/105/6171,1,2024-09-21,BOV,H0094
45/107/0562,3,2024-06-14,19/109/2955,3,2024-06-16,BOV,H0080
80/104/9106,11,2024-02-06,81/103/1696,11,2024-02-08,OVI,H0012
63/101/5850,10,2024-06-10,43/105/5797,10,2024-06-13,OVI,H0014
21/105/0410,60,2024-01-06,21/110/1147,60,2024-01-08,OVI,H0055
43/101/6105,58,2024-02-09,43/109/2637,58,2024-02-09,OVI,H0086
76/102/4719,3,2024-08-28,80/102/5046,1,2024-08-28,BOV,H0066
21/109/6724,14,2024-07-08,43/111/5983,14,2024-07-09,CERV,H0095
21/104/7988,2,2024-01-16,93/101/2942,2,2024-01-17,BOV,H0085
63/103/3682,38,2024-04-22,87/101/0295,38,2024-04-23,POR,H0006
47/108/1420,13,2024-11-28,58/105/9218,13,2024-11-28,OVI,H0081
58/106/1499,52,2024-01-11,58/102/9234,52,2024-01-12,POR,H0003
73/103/4974,36,2024-12-02,46/102/6489,36,2024-12-02,POR,H0070
14/104/3572,6,2024-08-03,19/109/2955,1,2024-08-04,BOV,H0070
21/114/5617,33,2024-01-05,20/105/9566,33,2024-01-07,CERV,H0070
59/104/6331,32,2024-10-30,59/103/9713,32,2024-11-02,OVI,H0065
44/110/2404,8,2024-04-01,43/102/2744,8,2024-04-03,BOV,H0037
44/115/0281,4,2024-10-21,44/105/6859,4,2024-10-24,BOV,H0035
57/103/7768,10,2024-08-29,47/108/1420,10,2024-08-29,BOV,H0019
57/101/7138,59,2024-03-15,47/104/3940,59,2024-03-16,OVI,H0082
18/110/8187,3,2024-08-25,43/102/2744,3,2024-08-28,POR,H0070
47/102/2370,53,2024-07-24,47/105/8519,53,2024-07-25,OVI,H0083
83/103/4451,22,2024-07-19,67/103/7011,22,2024-07-21,OVI,H0098
47/104/3940,9,2024-02-24,58/103/4865,9,2024-02-26,BOV,H0007
58/103/4865,17,2024-05-21,19/102/4665,17,2024-05-23,POR,H0031
21/109/6724,57,2024-11-29,43/102/2744,57,2024-11-30,POR,H0054
45/108/6808,8,2024-12-08,18/108/0556,8,2024-12-08,BOV,H0010
21/106/7308,38,2024-02-14,80/104/9106,38,2024-02-16,OVI,H0040
94/102/0130,9,2024-10-26,79/104/7356,9,2024-10-26,BOV,H0068
72/103/5366,46,2024-03-03,74/101/2457,46,2024-03-03,OVI,H0062
43/107/6335,5,2024-03-31,18/107/6213,5,2024-04-01,BOV,H0085
44/103/2031,58,2024-10-28,45/108/6808,58,2024-10-31,POR,H0002
45/103/2966,6,2024-03-29,18/113/8362,6,2024-03-30,BOV,H0098
58/101/0855,24,2024-12-09,57/104/4358,24,2024-12-11,OVI,H0037
20/109/6169,5,2024-05-27,21/108/5832,5,2024-05-30,BOV,H0093
47/108/1420,6,2024-06-10,44/116/3299,6,2024-06-13,BOV,H0052
57/101/7138,4,2024-11-02,47/101/0376,4,2024-11-02,BOV,H0082
43/107/6335,43,2024-04-29,21/111/1316,43,2024-04-29,POR,H0029
44/117/3237,3,2024-05-20,43/104/0879,3,2024-05-23,CERV,H0057
19/106/0928,1,2024-12-15,58/105/9218,1,2024-12-18,BOV,H0007
19/101/6963,1,2024-12-10,14/106/1194,1,2024-12-11,BOV,H0027
45/109/5841,19,2024-04-26,21/102/2243,19,2024-04-26,CERV,H0099
14/103/4165,8,2024-11-14,21/115/0282,8,2024-11-17,BOV,H0090
43/103/0734,33,2024-05-11,20/111/5586,33,2024-05-11,POR,H0098
44/113/2793,53,2024-03-03,44/116/3299,53,2024-03-05,OVI,H0096
47/105/8519,3,2024-03-27,59/102/0681,3,2024-03-28,BOV,H0011
21/104/7988,51,2024-12-27,44/109/6112,51,2024-12-29,OVI,H0061
46/105/6171,19,2024-01-17,44/107/2090,19,2024-01-19,POR,H0038
20/111/5586,6,2024-08-02,18/107/6213,6,2024-08-05,OVI,H0066
45/105/3877,4,2024-01-24,18/103/1134,4,2024-01-24,BOV,H0100
58/104/2683,10,2024-08-13,47/106/2335,10,2024-08-15,BOV,H0014
58/103/4865,9,2024-03-05,58/101/0855,9,2024-03-08,BOV,H0011
57/101/7138,7,2024-02-26,47/104/3940,7,2024-02-28,CERV,H0068
46/106/8960,49,2024-07-31,44/106/6022,49,2024-08-01,POR,H0035
18/112/5805,28,2024-08-16,18/104/0164,28,2024-08-16,POR,H0069
58/103/4865,9,2024-06-11,19/107/2569,9,2024-06-13,BOV,H0061
82/104/8486,8,2024-12-20,59/101/6657,8,2024-12-23,BOV,H0024
21/109/6724,30,2024-04-13,43/106/8719,30,2024-04-13,CERV,H0089
85/101/3152,2,2024-03-06,77/103/0238,2,2024-03-07,POR,H0025
14/103/4165,44,2024-02-25,20/105/9566,44,2024-02-27,POR,H0046
21/112/3914,11,2024-08-12,46/103/9340,11,2024-08-13,OVI,H0076
74/102/8897,1,2024-02-22,78/101/8446,1,2024-02-24,BOV,H0090
45/103/2966,35,2024-04-20,18/111/8115,34,2024-04-23,CERV,H0035
44/103/2031,10,2024-01-17,45/105/3877,10,2024-01-20,BOV,H0032
46/104/8944,29,2024-06-22,44/101/1013,29,2024-06-24,POR,H0093
47/106/2335,19,2024-01-02,62/103/5759,19,2024-01-05,OVI,H0076
